Task,Item,N,p,pbis,flag_p,flag_pbis
swr,swr_nacar,45,0.778,0.519,FALSE,FALSE
swr,swr_nadar,44,0.955,0.077,TRUE,TRUE
swr,swr_name,14,0.929,-0.053,TRUE,TRUE
swr,swr_narwundieren,11,0.818,-0.039,FALSE,TRUE
swr,swr_natural,13,0.692,0.19,FALSE,TRUE
swr,swr_naw,16,0.75,0.294,FALSE,FALSE
swr,swr_neben,24,0.833,0.316,FALSE,FALSE
swr,swr_nervousness,13,0.692,0.436,FALSE,FALSE
swr,swr_neu,17,1,NA,TRUE,FALSE
swr,swr_neugierig,127,0.835,0.44,FALSE,FALSE
swr,swr_nied,12,0.833,0.339,FALSE,FALSE
swr,swr_night,17,0.882,0.16,FALSE,TRUE
swr,swr_nilt,14,0.929,0.228,TRUE,FALSE
swr,swr_nizo,49,0.837,0.533,FALSE,FALSE
swr,swr_niño,46,0.935,0.296,TRUE,FALSE
swr,swr_nop,13,0.769,0.358,FALSE,FALSE
swr,swr_nube,51,0.863,0.37,FALSE,FALSE
swr,swr_nuccest,9,0.889,0.266,FALSE,FALSE
swr,swr_nudbernar,15,1,NA,TRUE,FALSE
swr,swr_nuejo,33,0.939,0.37,TRUE,FALSE
swr,swr_nuevo,370,0.895,0.333,FALSE,FALSE
swr,swr_nuf,9,1,NA,TRUE,FALSE
swr,swr_nulch,11,0.909,0.774,TRUE,FALSE
swr,swr_number,13,0.692,-0.042,FALSE,TRUE
swr,swr_nunge,9,0.778,0.639,FALSE,FALSE
swr,swr_nupe,52,0.904,0.367,TRUE,FALSE
swr,swr_nurse,14,0.857,0.748,FALSE,FALSE
swr,swr_oban,8,0.875,0.294,FALSE,FALSE
swr,swr_obwohl,127,0.835,0.515,FALSE,FALSE
swr,swr_ofbohl,126,0.873,0.184,FALSE,TRUE
swr,swr_oficina,53,0.849,0.307,FALSE,FALSE
swr,swr_ofilina,369,0.794,0.333,FALSE,FALSE
swr,swr_ogernaschegt,127,0.819,0.407,FALSE,FALSE
swr,swr_ojo,366,0.896,0.249,FALSE,FALSE
swr,swr_om,14,0.857,0.321,FALSE,FALSE
swr,swr_omo,368,0.837,0.296,FALSE,FALSE
swr,swr_once,15,0.867,0.069,FALSE,TRUE
swr,swr_open,12,0.833,0.293,FALSE,FALSE
swr,swr_opplish,10,0.9,-0.937,FALSE,TRUE
swr,swr_oreja,49,0.816,0.06,FALSE,TRUE
swr,swr_oreza,51,0.824,0.354,FALSE,FALSE
swr,swr_orm,15,0.867,0.515,FALSE,FALSE
swr,swr_orn,15,0.867,0.176,FALSE,TRUE
swr,swr_oso,42,0.905,0.367,TRUE,FALSE
swr,swr_ot,14,0.929,0.527,TRUE,FALSE
swr,swr_oven,12,0.833,-0.165,FALSE,TRUE
swr,swr_overwhelm,15,0.8,0.026,FALSE,TRUE
swr,swr_owl,13,0.923,0.063,TRUE,TRUE
swr,swr_owner,16,0.938,0.548,TRUE,FALSE
swr,swr_pabel,55,0.8,0.298,FALSE,FALSE
swr,swr_pable,59,0.729,0.499,FALSE,FALSE
swr,swr_package,11,1,NA,TRUE,FALSE
swr,swr_padre,45,0.933,0.528,TRUE,FALSE
swr,swr_paekaga,11,0.909,0.4,TRUE,FALSE
swr,swr_pame,11,0.727,0.118,FALSE,TRUE
swr,swr_panque,54,0.648,-0.049,FALSE,TRUE
swr,swr_pantalán,363,0.656,0.272,FALSE,FALSE
swr,swr_pantalón,362,0.831,0.34,FALSE,FALSE
swr,swr_papel,50,0.88,0.382,FALSE,FALSE
swr,swr_parachute,14,0.786,-0.264,FALSE,TRUE
swr,swr_paraguas,53,0.83,0.235,FALSE,FALSE
swr,swr_paragües,52,0.808,0.13,FALSE,TRUE
swr,swr_parque,45,0.933,0.402,TRUE,FALSE
swr,swr_pastel,43,0.837,0.471,FALSE,FALSE
swr,swr_pateesh,11,0.909,0.108,TRUE,TRUE
swr,swr_patient,11,0.818,0.634,FALSE,FALSE
swr,swr_peace,14,0.786,0.44,FALSE,FALSE
swr,swr_pealt,18,0.667,0.208,FALSE,FALSE
swr,swr_ped,16,0.812,0.078,FALSE,TRUE
swr,swr_peinar,43,0.93,0.613,TRUE,FALSE
swr,swr_peldicle,11,0.909,0.357,TRUE,FALSE
swr,swr_pelota,53,0.849,0.48,FALSE,FALSE
swr,swr_peluhuero,56,0.804,0.331,FALSE,FALSE
swr,swr_peluquero,50,0.64,0.258,FALSE,FALSE
swr,swr_pelácula,47,0.83,0.472,FALSE,FALSE
swr,swr_película,42,0.905,0.501,TRUE,FALSE
swr,swr_pencil,15,0.867,0.484,FALSE,FALSE
swr,swr_pendal,49,0.816,0.276,FALSE,FALSE
swr,swr_penny,14,0.786,0.241,FALSE,FALSE
swr,swr_pentarse,366,0.781,0.374,FALSE,FALSE
swr,swr_pentor,52,0.885,0.155,FALSE,TRUE
swr,swr_people,15,0.933,0.493,TRUE,FALSE
swr,swr_pequevo,60,0.883,0.219,FALSE,FALSE
swr,swr_pequeño,41,0.878,-0.037,FALSE,TRUE
swr,swr_perro,49,0.918,0.268,TRUE,FALSE
swr,swr_person,13,0.923,-0.306,TRUE,TRUE
swr,swr_perste,13,0.692,0.2,FALSE,FALSE
swr,swr_pescado,46,0.804,0.05,FALSE,TRUE
swr,swr_pez,57,0.93,-0.013,TRUE,TRUE
swr,swr_phlere,13,0.769,0.403,FALSE,FALSE
swr,swr_picante,367,0.869,0.259,FALSE,FALSE
swr,swr_pickle,9,0.778,-0.312,FALSE,TRUE
swr,swr_pids,17,0.882,0.438,FALSE,FALSE
swr,swr_pierna,45,0.911,0.094,TRUE,TRUE
swr,swr_pileral,13,0.846,0.437,FALSE,FALSE
swr,swr_pingle,10,0.8,-0.499,FALSE,TRUE
swr,swr_pintor,51,0.804,0.486,FALSE,FALSE
swr,swr_pionar,40,0.75,0.33,FALSE,FALSE
swr,swr_pitente,50,0.76,0.331,FALSE,FALSE
swr,swr_plande,49,0.837,0.472,FALSE,FALSE
swr,swr_plane,17,0.824,0.272,FALSE,FALSE
swr,swr_plate,14,0.857,0.378,FALSE,FALSE
swr,swr_play,11,0.909,0.659,TRUE,FALSE
swr,swr_plays,17,0.941,0.089,TRUE,TRUE
swr,swr_pledge,13,0.692,0.289,FALSE,FALSE
swr,swr_plissars,15,0.867,-0.015,FALSE,TRUE
swr,swr_pluda,51,0.882,0.433,FALSE,FALSE
swr,swr_pluma,43,0.93,0.213,TRUE,FALSE
swr,swr_pluset,11,0.818,-0.129,FALSE,TRUE
swr,swr_policía,35,0.857,0.192,FALSE,TRUE
swr,swr_pollo,51,0.863,0.639,FALSE,FALSE
swr,swr_polyll,14,1,NA,TRUE,FALSE
swr,swr_pombre,44,0.818,0.048,FALSE,TRUE
swr,swr_poom,11,0.818,0.154,FALSE,TRUE
swr,swr_poor,8,1,NA,TRUE,FALSE
swr,swr_popsicle,12,1,NA,TRUE,FALSE
swr,swr_porch,14,0.857,-0.176,FALSE,TRUE
swr,swr_postre,50,0.92,0.427,TRUE,FALSE
swr,swr_potato,7,0.714,0.776,FALSE,FALSE
swr,swr_poyed,14,0.786,0.068,FALSE,TRUE
swr,swr_pretty,12,1,NA,TRUE,FALSE
swr,swr_profesor,362,0.906,0.333,TRUE,FALSE
swr,swr_programmieren,16,0.875,0.457,FALSE,FALSE
swr,swr_projesor,60,0.7,0.44,FALSE,FALSE
swr,swr_proklüngieren,13,0.923,0.432,TRUE,FALSE
swr,swr_pronquilo,47,0.809,0.439,FALSE,FALSE
swr,swr_prío,52,0.865,0.428,FALSE,FALSE
swr,swr_psicolíndrico,60,0.767,0.057,FALSE,TRUE
swr,swr_psicológico,43,0.674,0.32,FALSE,FALSE
swr,swr_puedardo,41,0.756,0.132,FALSE,TRUE
swr,swr_puerga,49,0.837,0.511,FALSE,FALSE
swr,swr_pundy,13,0.769,0.312,FALSE,FALSE
swr,swr_pung,9,0.889,0.462,FALSE,FALSE
swr,swr_punge,10,0.8,0.088,FALSE,TRUE
swr,swr_purbon,13,0.846,0.338,FALSE,FALSE
swr,swr_purchase,20,0.9,0.26,FALSE,FALSE
swr,swr_purple,16,0.938,0.409,TRUE,FALSE
swr,swr_purse,18,0.778,0.18,FALSE,TRUE
swr,swr_puseo,40,0.9,0.389,FALSE,FALSE
swr,swr_push,10,0.9,0.524,FALSE,FALSE
swr,swr_put,12,0.667,0.157,FALSE,TRUE
swr,swr_puticine,14,0.786,0.011,FALSE,TRUE
swr,swr_putsert,13,0.846,0.561,FALSE,FALSE
swr,swr_puz,49,0.776,0.377,FALSE,FALSE
swr,swr_pájaro,367,0.886,0.357,FALSE,FALSE
swr,swr_qapatos,363,0.865,0.37,FALSE,FALSE
swr,swr_qualify,13,0.615,0.387,FALSE,FALSE
swr,swr_queso,43,0.814,0.306,FALSE,FALSE
swr,swr_question,11,1,NA,TRUE,FALSE
swr,swr_quezco,47,0.915,0.167,TRUE,TRUE
swr,swr_quimoscó,58,0.759,0.274,FALSE,FALSE
swr,swr_raca,51,0.784,-0.04,FALSE,TRUE
swr,swr_rastens,21,0.762,0.053,FALSE,TRUE
swr,swr_ratón,51,0.961,0.38,TRUE,FALSE
swr,swr_rax,11,0.909,0.407,TRUE,FALSE
swr,swr_reast,19,0.789,-0.358,FALSE,TRUE
swr,swr_reba,48,0.875,0.544,FALSE,FALSE
swr,swr_rebosks,16,0.875,0.074,FALSE,TRUE
swr,swr_recipe,8,0.875,0.714,FALSE,FALSE
swr,swr_refigelante,45,0.6,0.301,FALSE,FALSE
swr,swr_refresco,47,0.851,0.309,FALSE,FALSE
swr,swr_refreshment,15,0.867,-0.12,FALSE,TRUE
swr,swr_refrigerador,52,0.673,0.298,FALSE,FALSE
swr,swr_regiva,18,0.778,0.54,FALSE,FALSE
swr,swr_reiteración,43,0.372,-0.067,FALSE,TRUE
swr,swr_relampagueo,50,0.36,-0.106,FALSE,TRUE
swr,swr_relámpajo,28,0.393,0.119,FALSE,TRUE
swr,swr_repen,15,0.8,0.112,FALSE,TRUE
swr,swr_replesco,51,0.765,0.414,FALSE,FALSE
swr,swr_requerimiento,50,0.52,-0.002,FALSE,TRUE
swr,swr_reqúlima,45,0.844,0.089,FALSE,TRUE
swr,swr_rerre,50,0.88,0.421,FALSE,FALSE
swr,swr_rerzen,13,1,NA,TRUE,FALSE
swr,swr_resolve,19,0.842,0.443,FALSE,FALSE
swr,swr_respléndara,44,0.614,0.012,FALSE,TRUE
swr,swr_resquebrajadura,41,0.171,-0.514,TRUE,TRUE
swr,swr_restaurante,48,0.771,0.441,FALSE,FALSE
swr,swr_restiarante,43,0.767,0.234,FALSE,FALSE
swr,swr_retegración,45,0.667,0.272,FALSE,FALSE
swr,swr_reuse,15,0.667,0.235,FALSE,FALSE
swr,swr_reverse,17,0.824,0.717,FALSE,FALSE
swr,swr_rhythm,13,0.769,0.091,FALSE,TRUE
swr,swr_rianda,45,0.867,0.435,FALSE,FALSE
swr,swr_ribro,48,0.708,0.316,FALSE,FALSE
swr,swr_riechen,17,0.941,0.128,TRUE,TRUE
swr,swr_riesig,13,1,NA,TRUE,FALSE
swr,swr_rigre,49,0.816,0.296,FALSE,FALSE
swr,swr_rikker,17,1,NA,TRUE,FALSE
swr,swr_rince,10,0.9,0.165,FALSE,TRUE
swr,swr_rinken,18,0.944,0.661,TRUE,FALSE
swr,swr_rinoceronte,53,0.547,-0.092,FALSE,TRUE
swr,swr_rinocorón,53,0.66,0.327,FALSE,FALSE
swr,swr_rintes,13,0.923,0.188,TRUE,TRUE
swr,swr_rirra,53,0.792,0.357,FALSE,FALSE
swr,swr_roast,9,0.889,0.242,FALSE,FALSE
swr,swr_roder,11,0.727,0.372,FALSE,FALSE
swr,swr_rojo,366,0.866,0.419,FALSE,FALSE
swr,swr_ropa,361,0.922,0.356,TRUE,FALSE
swr,swr_round,15,0.733,0.156,FALSE,TRUE
swr,swr_rovo,45,0.644,-0.023,FALSE,TRUE
swr,swr_ruedoso,50,0.6,0.171,FALSE,TRUE
swr,swr_ruidoso,48,0.833,0.522,FALSE,FALSE
swr,swr_runey,7,0.857,0.577,FALSE,FALSE
swr,swr_rurn,10,0.5,0.539,FALSE,FALSE
swr,swr_rápido,42,0.929,0.343,TRUE,FALSE
swr,swr_rávido,53,0.849,0.157,FALSE,TRUE
swr,swr_rúo,53,0.849,0.166,FALSE,TRUE
swr,swr_sabroso,45,0.889,0.103,FALSE,TRUE
swr,swr_sachoso,46,0.848,0.429,FALSE,FALSE
swr,swr_sain,14,0.571,-0.2,FALSE,TRUE
swr,swr_sala,40,0.7,0.155,FALSE,TRUE
swr,swr_salado,42,0.762,0.249,FALSE,FALSE
swr,swr_samato,10,0.8,-0.019,FALSE,TRUE
swr,swr_sandbox,13,0.846,0.367,FALSE,FALSE
swr,swr_sarado,368,0.769,0.295,FALSE,FALSE
swr,swr_sashbex,13,1,NA,TRUE,FALSE
swr,swr_scared,14,0.857,0.195,FALSE,TRUE
swr,swr_scavec,14,0.929,0.386,TRUE,FALSE
swr,swr_scays,10,0.6,0.151,FALSE,TRUE
swr,swr_schellelnd,14,0.786,0.589,FALSE,FALSE
swr,swr_schen,14,0.857,-0.164,FALSE,TRUE
swr,swr_schillernd,15,0.733,-0.077,FALSE,TRUE
swr,swr_schlafen,17,1,NA,TRUE,FALSE
swr,swr_schlecht,21,1,NA,TRUE,FALSE
swr,swr_schlegst,12,0.75,0.016,FALSE,TRUE
swr,swr_schmecken,9,0.889,0,FALSE,TRUE
swr,swr_schnaden,13,0.923,-0.074,TRUE,TRUE
swr,swr_schneht,16,0.812,0.485,FALSE,FALSE
swr,swr_schnell,17,1,NA,TRUE,FALSE
swr,swr_schreiben,21,0.905,0.728,TRUE,FALSE
swr,swr_schweimen,14,1,NA,TRUE,FALSE
swr,swr_schwiffen,14,0.786,0.544,FALSE,FALSE
swr,swr_schwikken,21,0.905,0.571,TRUE,FALSE
swr,swr_schwimmen,12,1,NA,TRUE,FALSE
swr,swr_schön,25,0.96,0.449,TRUE,FALSE
swr,swr_scissors,17,0.824,-0.205,FALSE,TRUE
swr,swr_scogs,19,0.842,0.081,FALSE,TRUE
swr,swr_score,8,0.875,0.346,FALSE,FALSE
swr,swr_scrow,14,0.643,0.498,FALSE,FALSE
swr,swr_sehen,20,0.85,0.567,FALSE,FALSE
swr,swr_selota,57,0.86,0.516,FALSE,FALSE
swr,swr_sentarse,42,0.762,0.505,FALSE,FALSE
swr,swr_sescado,45,0.867,0.523,FALSE,FALSE
swr,swr_several,14,0.857,0.094,FALSE,TRUE
swr,swr_shie,16,0.562,-0.537,FALSE,TRUE
swr,swr_shine,11,0.909,0.146,TRUE,TRUE
swr,swr_shink,18,0.611,-0.48,FALSE,TRUE
swr,swr_shob,11,0.636,0.326,FALSE,FALSE
swr,swr_shoe,16,0.688,0.596,FALSE,FALSE
swr,swr_short,8,0.75,-0.471,FALSE,TRUE
swr,swr_show,9,1,NA,TRUE,FALSE
swr,swr_shring,9,0.778,0.302,FALSE,FALSE
swr,swr_sick,18,0.889,0.312,FALSE,FALSE
swr,swr_silla,48,0.917,0.151,TRUE,TRUE
swr,swr_since,13,0.846,0.121,FALSE,TRUE
swr,swr_singen,15,1,NA,TRUE,FALSE
swr,swr_sint,15,0.8,-0.272,FALSE,TRUE
swr,swr_sit,21,0.857,0.187,FALSE,TRUE
swr,swr_slace,12,0.917,0.333,TRUE,FALSE
swr,swr_slatchly,9,0.778,0.918,FALSE,FALSE
swr,swr_slellen,9,1,NA,TRUE,FALSE
swr,swr_slid,15,0.733,0.26,FALSE,FALSE
swr,swr_slod,11,0.909,0.53,TRUE,FALSE
swr,swr_snock,18,0.833,0.198,FALSE,TRUE
swr,swr_snose,8,0.25,0.192,FALSE,TRUE
swr,swr_socturse,14,0.929,0.319,TRUE,FALSE
swr,swr_sombrero,51,0.824,0.553,FALSE,FALSE
swr,swr_sopa,57,0.895,0.37,FALSE,FALSE
swr,swr_sova,50,0.72,0.247,FALSE,FALSE
swr,swr_spektakulär,23,0.609,0.24,FALSE,FALSE
swr,swr_spentary,16,0.625,0.273,FALSE,FALSE
swr,swr_speveal,17,0.765,0.271,FALSE,FALSE
swr,swr_spingen,8,0.5,0.474,FALSE,FALSE
swr,swr_splankler,10,0.6,0.282,FALSE,FALSE
swr,swr_spoltalulör,23,0.826,0.335,FALSE,FALSE
swr,swr_sprechen,16,0.875,0.698,FALSE,FALSE
swr,swr_springen,21,0.905,0.611,TRUE,FALSE
swr,swr_sprinkler,9,1,NA,TRUE,FALSE
swr,swr_spu,12,0.833,0.239,FALSE,FALSE
swr,swr_spy,15,0.867,0.016,FALSE,TRUE
swr,swr_stak,17,0.706,0.313,FALSE,FALSE
swr,swr_staroan,11,0.909,0.463,TRUE,FALSE
swr,swr_start,12,1,NA,TRUE,FALSE
swr,swr_station,24,0.875,0.156,FALSE,TRUE
swr,swr_stenil,13,0.846,0.173,FALSE,TRUE
swr,swr_sticygra,8,1,NA,TRUE,FALSE
swr,swr_stins,14,0.571,0.549,FALSE,FALSE
swr,swr_straightening,12,0.917,0.304,TRUE,FALSE
swr,swr_street,15,0.8,0.291,FALSE,FALSE
swr,swr_strength,15,0.867,0.138,FALSE,TRUE
swr,swr_stressrs,22,0.5,0.285,FALSE,FALSE
swr,swr_stresten,17,0.765,0.845,FALSE,FALSE
swr,swr_stretten,127,0.803,0.175,FALSE,TRUE
swr,swr_strosh,18,0.889,0.42,FALSE,FALSE
swr,swr_suape,39,0.846,0.232,FALSE,FALSE
swr,swr_suave,45,0.889,0.551,FALSE,FALSE
swr,swr_substituting,13,0.846,0.374,FALSE,FALSE
swr,swr_suchen,17,0.941,0.259,TRUE,FALSE
swr,swr_sudsage,11,0.545,0.706,FALSE,FALSE
swr,swr_sun,12,0.917,0.28,TRUE,FALSE
swr,swr_suntrero,43,0.744,0.396,FALSE,FALSE
swr,swr_superdercado,51,0.49,0.151,FALSE,TRUE
swr,swr_supermercado,365,0.775,0.309,FALSE,FALSE
swr,swr_surideiren,17,0.882,0.448,FALSE,FALSE
swr,swr_swane,13,0.846,-0.324,FALSE,TRUE
swr,swr_swate,15,0.733,0.509,FALSE,FALSE
swr,swr_sweaner,15,0.8,0.277,FALSE,FALSE
swr,swr_sweater,18,0.889,0.506,FALSE,FALSE
swr,swr_swint,11,0.818,-0.122,FALSE,TRUE
swr,swr_tanzen,14,0.929,-0.055,TRUE,TRUE
swr,swr_tatón,364,0.843,0.311,FALSE,FALSE
swr,swr_tax,19,0.789,-0.039,FALSE,TRUE
swr,swr_teacher,16,1,NA,TRUE,FALSE
swr,swr_teaditore,10,0.9,-0.037,FALSE,TRUE
swr,swr_tecézono,50,0.86,-0.015,FALSE,TRUE
swr,swr_teech,16,0.875,0.743,FALSE,FALSE
swr,swr_teichmen,14,0.714,0.113,FALSE,TRUE
swr,swr_teilen,11,1,NA,TRUE,FALSE
swr,swr_telechinct,18,0.611,-0.02,FALSE,TRUE
swr,swr_telescoped,16,0.75,0.229,FALSE,FALSE
swr,swr_teléfono,45,0.911,0.493,TRUE,FALSE
swr,swr_terre,361,0.856,0.34,FALSE,FALSE
swr,swr_testify,18,0.778,0.199,FALSE,TRUE
swr,swr_tfaer,10,1,NA,TRUE,FALSE
swr,swr_them,11,1,NA,TRUE,FALSE
swr,swr_they,13,0.923,-0.112,TRUE,TRUE
swr,swr_thich,16,0.875,0.426,FALSE,FALSE
swr,swr_thip,14,0.643,-0.236,FALSE,TRUE
swr,swr_thoke,16,0.688,-0.258,FALSE,TRUE
swr,swr_those,22,0.955,0.093,TRUE,TRUE
swr,swr_throomba,16,0.812,-0.055,FALSE,TRUE
swr,swr_through,16,0.875,0.046,FALSE,TRUE
swr,swr_throw,16,1,NA,TRUE,FALSE
swr,swr_tickle,11,0.909,0.382,TRUE,FALSE
swr,swr_tienda,53,0.925,0.219,TRUE,FALSE
swr,swr_tiest,13,0.846,0.226,FALSE,FALSE
swr,swr_tights,8,1,NA,TRUE,FALSE
swr,swr_tigre,50,0.9,0.369,FALSE,FALSE
swr,swr_time,7,0.857,0.281,FALSE,FALSE
swr,swr_timmed,19,0.368,0.41,FALSE,FALSE
swr,swr_tis,14,0.714,0.444,FALSE,FALSE
swr,swr_toast,17,0.882,0.138,FALSE,TRUE
swr,swr_tocard,13,0.846,0.118,FALSE,TRUE
swr,swr_toe,12,0.917,0.092,TRUE,TRUE
swr,swr_tombero,38,0.816,0.065,FALSE,TRUE
swr,swr_tontamplas,11,0.818,0.615,FALSE,FALSE
swr,swr_tou,13,0.846,0.157,FALSE,TRUE
swr,swr_touch,16,0.938,0.41,TRUE,FALSE
swr,swr_toy,16,0.938,0.303,TRUE,FALSE
swr,swr_trage,6,0.5,-0.354,FALSE,TRUE
swr,swr_train,11,1,NA,TRUE,FALSE
swr,swr_trank,15,0.8,-0.136,FALSE,TRUE
swr,swr_tranquilo,46,0.826,0.287,FALSE,FALSE
swr,swr_trash,10,1,NA,TRUE,FALSE
swr,swr_traurig,17,0.882,0.068,FALSE,TRUE
swr,swr_tren,53,0.811,0.24,FALSE,FALSE
swr,swr_treste,363,0.81,0.358,FALSE,FALSE
swr,swr_tricycle,19,0.842,0.409,FALSE,FALSE
swr,swr_tried,11,1,NA,TRUE,FALSE
swr,swr_trinken,22,1,NA,TRUE,FALSE
swr,swr_triste,368,0.878,0.409,FALSE,FALSE
swr,swr_trood,11,0.727,-0.078,FALSE,TRUE
swr,swr_truck,13,0.846,0.1,FALSE,TRUE
swr,swr_trull,14,0.786,0.564,FALSE,FALSE
swr,swr_truthfulness,20,0.7,-0.035,FALSE,TRUE
swr,swr_tsotno,53,0.868,0.463,FALSE,FALSE
swr,swr_turn,16,1,NA,TRUE,FALSE
swr,swr_twelfth,14,0.643,-0.082,FALSE,TRUE
swr,swr_twenality,8,0.625,0.479,FALSE,FALSE
swr,swr_twew,10,0.7,0.397,FALSE,FALSE
swr,swr_té,50,0.74,-0.01,FALSE,TRUE
swr,swr_tío,48,0.875,0.503,FALSE,FALSE
swr,swr_uden,13,0.846,0.595,FALSE,FALSE
swr,swr_ueer,10,1,NA,TRUE,FALSE
swr,swr_ujst,14,1,NA,TRUE,FALSE
swr,swr_unbeatable,15,0.867,-0.32,FALSE,TRUE
swr,swr_uncomfortable,14,0.929,0.282,TRUE,FALSE
swr,swr_understand,8,0.875,0.723,FALSE,FALSE
swr,swr_unger,12,0.833,0.349,FALSE,FALSE
swr,swr_unstag,15,0.733,0.83,FALSE,FALSE
swr,swr_uoy,10,1,NA,TRUE,FALSE
swr,swr_urner,14,0.929,0.252,TRUE,FALSE
swr,swr_utashing,15,0.733,0.295,FALSE,FALSE
swr,swr_utilitario,45,0.333,-0.218,FALSE,TRUE
swr,swr_utímetro,49,0.776,0.2,FALSE,FALSE
swr,swr_vacaciones,65,0.877,0.366,FALSE,FALSE
swr,swr_vasten,17,0.765,0.12,FALSE,TRUE
swr,swr_vegetariano,55,0.691,0.3,FALSE,FALSE
swr,swr_vegetariono,51,0.373,-0.179,FALSE,TRUE
swr,swr_venrumano,56,0.786,0.204,FALSE,FALSE
swr,swr_ventajosamente,44,0.386,-0.053,FALSE,TRUE
swr,swr_veouockten,20,0.8,0.394,FALSE,FALSE
swr,swr_verde,48,0.938,0.377,TRUE,FALSE
swr,swr_verduras,53,0.962,0.249,TRUE,FALSE
swr,swr_vernuras,44,0.75,0.273,FALSE,FALSE
swr,swr_verstecken,127,0.906,0.376,TRUE,FALSE
swr,swr_vertrarken,126,0.738,0.177,FALSE,TRUE
swr,swr_vestido,45,0.867,0.453,FALSE,FALSE
swr,swr_viajar,51,0.804,0.493,FALSE,FALSE
swr,swr_vibrería,54,0.741,0.071,FALSE,TRUE
swr,swr_viejo,46,0.913,0.39,TRUE,FALSE
swr,swr_vievo,43,0.767,0.432,FALSE,FALSE
swr,swr_vislumbrar,38,0.158,0.077,TRUE,TRUE
swr,swr_vitamins,13,0.692,-0.212,FALSE,TRUE
swr,swr_vor,28,0.964,0.185,TRUE,TRUE
swr,swr_vos,14,0.929,-0.148,TRUE,TRUE
swr,swr_vulken,127,0.787,0.396,FALSE,FALSE
swr,swr_vísulumbar,44,0.773,0.424,FALSE,FALSE
swr,swr_wahm,21,0.619,0.376,FALSE,FALSE
swr,swr_wared,11,0.727,-0.126,FALSE,TRUE
swr,swr_warm,16,1,NA,TRUE,FALSE
swr,swr_wase,14,0.929,0.086,TRUE,TRUE
swr,swr_washing,10,1,NA,TRUE,FALSE
swr,swr_wask,14,0.857,0.068,FALSE,TRUE
swr,swr_watch,8,0.875,0.504,FALSE,FALSE
swr,swr_waves,18,0.833,0.463,FALSE,FALSE
swr,swr_we,16,0.875,0.338,FALSE,FALSE
swr,swr_weg,17,1,NA,TRUE,FALSE
swr,swr_weinen,16,0.938,0.216,TRUE,FALSE
swr,swr_went,14,0.857,-0.116,FALSE,TRUE
swr,swr_weu,22,0.909,0.244,TRUE,FALSE
swr,swr_which,12,0.75,0.15,FALSE,TRUE
swr,swr_whith,9,0.778,0.462,FALSE,FALSE
swr,swr_whose,13,0.923,-0.024,TRUE,TRUE
swr,swr_whow,15,0.6,0.129,FALSE,TRUE
swr,swr_wichen,125,0.728,0.277,FALSE,FALSE
swr,swr_wiego,52,0.827,0.515,FALSE,FALSE
swr,swr_wilfen,127,0.898,0.426,FALSE,FALSE
swr,swr_will,14,0.929,0.092,TRUE,TRUE
swr,swr_winzig,12,1,NA,TRUE,FALSE
swr,swr_witasons,8,0.5,0.691,FALSE,FALSE
swr,swr_without,18,0.944,-0.043,TRUE,TRUE
swr,swr_woft,8,0.625,0.214,FALSE,FALSE
swr,swr_woir,12,1,NA,TRUE,FALSE
swr,swr_wolf,14,0.929,0.151,TRUE,TRUE
swr,swr_wood,11,1,NA,TRUE,FALSE
swr,swr_would,10,1,NA,TRUE,FALSE
swr,swr_wourn,14,0.714,-0.448,FALSE,TRUE
swr,swr_wrass,16,0.688,0.119,FALSE,TRUE
swr,swr_wrist,11,0.727,0.767,FALSE,FALSE
swr,swr_wunderbar,15,1,NA,TRUE,FALSE
swr,swr_würen,19,0.947,0.174,TRUE,TRUE
swr,swr_xalofón,40,0.825,0.204,FALSE,FALSE
swr,swr_xilófono,46,0.5,-0.019,FALSE,TRUE
swr,swr_yos,16,1,NA,TRUE,FALSE
swr,swr_youx,12,0.917,0.326,TRUE,FALSE
swr,swr_ypla,14,0.929,-0.623,TRUE,TRUE
swr,swr_yucky,23,0.696,-0.235,FALSE,TRUE
swr,swr_yátelaré,50,0.84,0.388,FALSE,FALSE
swr,swr_zalt,23,0.913,0.139,TRUE,TRUE
swr,swr_zanzínquero,47,0.766,0.432,FALSE,FALSE
swr,swr_zapatos,45,0.867,0.288,FALSE,FALSE
swr,swr_zebra,10,0.9,0.007,FALSE,TRUE
swr,swr_zeichnen,17,0.941,0.52,TRUE,FALSE
swr,swr_zeigen,23,1,NA,TRUE,FALSE
swr,swr_zigzagueante,50,0.2,-0.288,FALSE,TRUE
swr,swr_zwischen,126,0.897,0.277,FALSE,FALSE
swr,swr_zwitzelnd,126,0.802,0.39,FALSE,FALSE
swr,swr_árbol,61,0.934,0.2,TRUE,FALSE
swr,swr_äbes,17,0.941,0.335,TRUE,FALSE
swr,swr_írbol,44,0.841,0.328,FALSE,FALSE
swr,swr_über,14,0.929,0.607,TRUE,FALSE
swr,swr_überraschend,126,0.825,0.449,FALSE,FALSE
tom,tom_deception_emotion_reasoning_1,600,0.89,0.221,FALSE,FALSE
tom,tom_deception_emotion_reasoning_2,357,0.81,0.296,FALSE,FALSE
tom,tom_deception_false_belief_1,600,0.752,0.284,FALSE,FALSE
tom,tom_deception_false_belief_2,504,0.623,0.208,FALSE,FALSE
tom,tom_deception_false_belief_3,505,0.453,0.124,FALSE,TRUE
